link_id,customer_id_1,customer_id_2,link_type,link_strength
CL00000621,9459,2485,shared_address,0.53
CL00000622,7004,49137,shared_phone,0.919
CL00000623,5872,49448,shared_director,0.812
CL00000624,44775,34273,shared_director,0.611
CL00000625,28744,48152,shared_phone,0.978
CL00000626,37317,8609,shared_phone,0.687
CL00000627,12053,27363,shared_director,0.828
CL00000628,45906,27127,shared_phone,0.695
CL00000629,28782,7116,shared_director,0.999
CL00000630,44476,17517,shared_address,0.994
CL00000631,32089,18655,shared_director,0.921
CL00000632,25721,24764,shared_phone,0.844
CL00000633,13633,29472,shared_beneficial_owner,0.463
CL00000634,4448,22645,shared_phone,0.46
CL00000635,33438,23181,shared_director,0.722
CL00000636,21165,35249,shared_phone,0.595
CL00000637,29445,20226,shared_address,0.932
CL00000638,40463,43155,shared_phone,0.891
CL00000639,18811,13201,shared_beneficial_owner,0.981
CL00000640,10468,31060,related_party,0.704
CL00000641,35354,17111,shared_director,0.407
CL00000642,27884,34258,shared_director,0.843
CL00000643,36062,8849,related_party,0.88
CL00000644,7763,49951,shared_address,0.919
CL00000645,47720,10171,shared_beneficial_owner,0.497
CL00000646,11520,21149,shared_beneficial_owner,0.516
CL00000647,9341,25285,shared_address,0.624
CL00000648,23145,17369,shared_address,0.713
CL00000649,36151,5998,shared_phone,0.407
CL00000650,13424,49785,shared_phone,0.46
CL00000651,21667,13201,shared_phone,0.729
CL00000652,19872,40316,shared_director,0.623
CL00000653,41197,34155,shared_beneficial_owner,0.64
CL00000654,23732,10494,shared_director,0.443
CL00000655,20332,40165,shared_director,0.864
CL00000656,26984,2649,related_party,0.993
CL00000657,39256,34559,shared_director,0.739
CL00000658,44873,43955,shared_director,0.575
CL00000659,36795,47333,shared_director,0.803
CL00000660,5232,13200,shared_director,0.506
CL00000661,41933,46731,related_party,0.628
CL00000662,42530,20886,shared_beneficial_owner,0.431
CL00000663,16968,10513,shared_director,0.581
CL00000664,14269,46818,shared_director,0.699
CL00000665,26797,40163,shared_phone,0.725
CL00000666,854,17237,shared_beneficial_owner,0.714
CL00000667,46072,13869,shared_phone,0.508
CL00000668,44982,33048,shared_beneficial_owner,0.98
CL00000669,21964,25309,related_party,0.495
CL00000670,1997,29827,shared_address,0.876
CL00000671,17736,13155,shared_director,0.581
CL00000672,4260,676,related_party,0.842
CL00000673,9598,42332,shared_address,0.938
CL00000674,19905,26852,shared_beneficial_owner,0.723
CL00000675,22894,40341,shared_beneficial_owner,0.423
CL00000676,19357,202,shared_phone,0.823
CL00000677,34490,47673,shared_director,0.596
CL00000678,26514,3455,shared_phone,0.428
CL00000679,14684,4114,shared_beneficial_owner,0.642
CL00000680,44885,21911,related_party,0.532
CL00000681,1656,21831,shared_address,0.792
CL00000682,28220,48041,related_party,0.701
CL00000683,21131,16370,shared_address,0.466
CL00000684,6991,43536,shared_beneficial_owner,0.847
CL00000685,44836,36838,related_party,0.774
CL00000686,37810,35970,shared_phone,0.7
CL00000687,2314,9671,shared_director,0.58
CL00000688,41674,31220,related_party,0.638
CL00000689,17355,48204,shared_beneficial_owner,0.482
CL00000690,13906,18354,shared_address,0.757
CL00000691,41291,30928,related_party,0.622
CL00000692,41664,6370,shared_beneficial_owner,0.536
CL00000693,8262,6093,shared_beneficial_owner,0.442
CL00000694,44843,368,shared_director,0.486
CL00000695,1802,27064,shared_director,0.822
CL00000696,25306,26142,shared_beneficial_owner,0.85
CL00000697,35263,47339,shared_beneficial_owner,0.674
CL00000698,20581,23720,shared_address,0.781
CL00000699,46128,25460,shared_beneficial_owner,0.764
CL00000700,40287,22120,related_party,0.971
CL00000701,15450,24723,shared_address,0.748
CL00000702,3380,23062,shared_address,0.859
CL00000703,2539,6521,shared_address,0.669
CL00000704,25268,14654,shared_beneficial_owner,0.694
CL00000705,48547,1946,shared_beneficial_owner,0.868
CL00000706,35538,15015,shared_director,0.942
CL00000707,13633,48547,shared_director,0.916
CL00000708,14972,25106,shared_director,0.915
CL00000709,48445,4439,shared_address,0.911
CL00000710,48498,30813,related_party,0.998
CL00000711,13177,42496,shared_director,0.672
CL00000712,8051,4402,shared_director,0.886
CL00000713,23667,27290,shared_beneficial_owner,0.487
CL00000714,22562,36653,shared_beneficial_owner,0.769
CL00000715,40339,47553,shared_director,0.989
CL00000716,18091,32989,shared_address,0.526
CL00000717,25363,20820,shared_address,0.848
CL00000718,13891,42949,shared_director,0.882
CL00000719,32065,22733,shared_address,0.712
CL00000720,47648,44262,shared_phone,0.442
CL00000721,42582,33182,related_party,0.747
CL00000722,21625,714,shared_phone,0.681
CL00000723,48956,45319,shared_director,0.465
CL00000724,34966,6359,shared_beneficial_owner,0.88
CL00000725,12451,47677,shared_director,0.985
CL00000726,34167,17484,shared_phone,0.496
CL00000727,32283,32765,shared_phone,0.541
CL00000728,10532,33413,shared_address,0.86
CL00000729,41054,25547,shared_phone,0.606
CL00000730,44465,40922,shared_beneficial_owner,0.877
CL00000731,15838,1397,shared_director,0.48
CL00000732,21786,49524,shared_director,0.978
CL00000733,28304,33640,shared_beneficial_owner,0.776
CL00000734,34274,33203,shared_phone,0.631
CL00000735,41862,19338,shared_beneficial_owner,0.76
CL00000736,14661,3189,shared_director,0.611
CL00000737,40325,2846,shared_beneficial_owner,0.933
CL00000738,29206,38910,shared_director,0.454
CL00000739,47889,48731,shared_address,0.945
CL00000740,37630,29301,shared_phone,0.496
CL00000741,37770,10402,shared_phone,0.835
CL00000742,33089,39229,shared_address,0.448
CL00000743,41738,6782,shared_address,0.465
CL00000744,47714,40851,shared_director,0.464
CL00000745,48436,31162,shared_director,0.658
CL00000746,803,49991,related_party,0.929
CL00000747,4448,362,shared_beneficial_owner,0.947
CL00000748,3630,44655,related_party,0.881
CL00000749,47830,48898,shared_phone,0.99
CL00000750,45217,47384,shared_director,0.509
CL00000751,37407,27523,shared_beneficial_owner,0.522
CL00000752,10224,34046,shared_director,0.85
CL00000753,17219,33919,shared_phone,0.427
CL00000754,24529,29646,shared_address,0.725
CL00000755,26600,7599,shared_director,0.813
CL00000756,11844,33546,shared_director,0.667
CL00000757,42926,24997,shared_director,0.998
CL00000758,48640,11044,shared_director,0.581
CL00000759,11180,4517,shared_address,0.97
CL00000760,14350,36285,shared_beneficial_owner,0.964
CL00000761,27027,12836,shared_director,0.432
CL00000762,48398,22812,shared_beneficial_owner,0.773
CL00000763,12035,27959,shared_director,0.465
CL00000764,13323,17082,shared_beneficial_owner,0.908
CL00000765,22532,17696,shared_phone,0.608
CL00000766,47878,20808,shared_address,0.723
CL00000767,33730,49648,shared_address,0.615
CL00000768,19298,2160,related_party,0.882
CL00000769,15462,10853,shared_director,0.498
CL00000770,9865,26074,shared_director,0.663
CL00000771,595,35885,shared_address,0.972
CL00000772,8174,1276,shared_director,0.585
CL00000773,41185,38346,shared_director,0.628
CL00000774,39321,3357,shared_director,0.8
CL00000775,45138,45521,related_party,0.829
CL00000776,36519,10125,shared_phone,0.917
CL00000777,17538,31931,shared_director,0.985
CL00000778,8709,23132,shared_director,0.809
CL00000779,43221,24868,shared_address,0.694
CL00000780,20804,37298,shared_address,0.872
CL00000781,48959,44159,shared_beneficial_owner,0.988
CL00000782,22255,27066,shared_address,0.822
CL00000783,4488,35092,shared_beneficial_owner,0.434
CL00000784,36852,16968,related_party,0.52
CL00000785,4484,26589,shared_address,0.761
CL00000786,38541,22902,shared_address,0.617
CL00000787,33482,15475,shared_director,0.616
CL00000788,12655,2386,shared_phone,0.912
CL00000789,24599,884,shared_director,0.897
CL00000790,22133,2901,shared_beneficial_owner,0.882
CL00000791,5496,36085,shared_beneficial_owner,0.633
CL00000792,24963,31401,shared_phone,0.626
CL00000793,11618,40121,shared_director,0.965
CL00000794,41833,45412,related_party,0.69
CL00000795,16612,29160,shared_director,0.553
CL00000796,26933,7962,shared_director,0.808
CL00000797,49337,18388,related_party,0.631
CL00000798,17567,4657,shared_director,0.984
CL00000799,42633,970,shared_phone,0.894
CL00000800,25744,35212,shared_director,0.901
CL00000801,46336,44567,shared_phone,0.572
CL00000802,8180,44800,related_party,0.942
CL00000803,51,37240,shared_beneficial_owner,0.853
CL00000804,24499,48228,shared_director,0.763
CL00000805,9918,32290,shared_director,0.759
CL00000806,4713,41739,shared_director,0.642
CL00000807,7267,58,related_party,0.761
CL00000808,5459,42746,shared_director,0.804
CL00000809,11430,31648,shared_director,0.597
CL00000810,40581,6675,shared_beneficial_owner,0.434
CL00000811,10624,33090,related_party,0.406
CL00000812,35481,11028,shared_director,0.829
CL00000813,21744,29344,shared_phone,0.818
CL00000814,4094,21600,shared_director,0.691
CL00000815,39635,23663,shared_director,0.883
CL00000816,11349,10873,related_party,0.648
CL00000817,25590,32554,shared_director,0.519
CL00000818,22500,11704,shared_beneficial_owner,0.609
CL00000819,1859,46623,shared_director,0.41
CL00000820,10692,8828,shared_phone,0.641
CL00000821,39576,12767,shared_director,0.984
CL00000822,21931,38976,shared_phone,0.494
CL00000823,36259,6700,shared_address,0.726
CL00000824,11957,2467,shared_director,0.69
CL00000825,38929,40546,shared_director,0.837
CL00000826,47672,43341,shared_phone,0.808
CL00000827,8658,42961,shared_director,0.775
CL00000828,39184,36100,shared_beneficial_owner,0.655
CL00000829,16065,14521,related_party,0.403
CL00000830,12619,7279,related_party,0.909
CL00000831,19822,14723,shared_address,0.638
CL00000832,40996,20201,shared_director,0.501
CL00000833,7981,40397,shared_director,0.549
CL00000834,1735,34391,shared_beneficial_owner,0.584
CL00000835,34681,16701,shared_director,0.515
CL00000836,43225,6292,shared_beneficial_owner,0.876
CL00000837,25348,38154,shared_address,0.506
CL00000838,33928,15788,shared_beneficial_owner,0.866
CL00000839,43917,43225,related_party,0.91
CL00000840,30518,38710,shared_director,0.406
CL00000841,26833,13808,shared_phone,0.624
CL00000842,26014,26415,related_party,0.765
CL00000843,48012,21178,related_party,0.781
CL00000844,8600,3803,shared_beneficial_owner,0.504
CL00000845,36471,39576,shared_beneficial_owner,0.722
CL00000846,33299,936,shared_director,0.97
CL00000847,34154,18804,shared_address,0.636
CL00000848,15934,48308,shared_phone,0.857
CL00000849,15301,40206,shared_beneficial_owner,0.681
CL00000850,33712,773,shared_phone,0.947
CL00000851,28113,36415,shared_beneficial_owner,0.978
CL00000852,9364,12848,shared_beneficial_owner,0.665
CL00000853,8855,30849,shared_beneficial_owner,0.592
CL00000854,45452,21910,shared_address,0.672
CL00000855,24073,29106,shared_director,0.812
CL00000856,19410,33365,shared_address,0.923
CL00000857,11028,48591,shared_beneficial_owner,0.652
CL00000858,16979,37728,shared_director,0.954
CL00000859,1056,45257,shared_phone,0.75
CL00000860,45947,3727,shared_director,0.848
CL00000861,12931,17319,shared_director,0.932
CL00000862,9393,7179,shared_address,0.787
CL00000863,23384,4252,shared_beneficial_owner,0.492
CL00000864,30583,881,shared_address,0.713
CL00000865,38669,30779,shared_director,0.838
CL00000866,40034,8524,shared_beneficial_owner,0.754
CL00000867,11875,32586,shared_director,0.698
CL00000868,5061,6008,shared_director,0.654
CL00000869,25011,31639,shared_director,0.765
CL00000870,48827,28352,shared_address,0.905
CL00000871,38037,8997,shared_address,0.468
CL00000872,15518,4439,shared_director,0.415
CL00000873,42097,19952,shared_address,0.491
CL00000874,6834,28739,shared_address,0.616
CL00000875,10290,30753,shared_phone,0.555
CL00000876,32611,46981,shared_director,0.902
CL00000877,17297,27434,shared_phone,1.0
CL00000878,22556,25860,shared_beneficial_owner,0.47
CL00000879,28725,41234,shared_director,0.711
CL00000880,38702,46758,shared_address,0.608
CL00000881,16409,45421,shared_director,0.914
CL00000882,46479,47417,shared_beneficial_owner,0.945
CL00000883,48654,31019,shared_phone,0.53
CL00000884,43615,17503,shared_director,0.988
CL00000885,25818,26283,shared_phone,0.564
CL00000886,41355,44480,related_party,0.853
CL00000887,37488,39138,shared_address,0.945
CL00000888,24833,47520,shared_phone,0.853
CL00000889,39783,19006,shared_director,0.741
CL00000890,17712,43917,shared_address,0.935
CL00000891,20107,21509,shared_beneficial_owner,0.986
CL00000892,9476,25309,shared_director,0.679
CL00000893,23877,34093,shared_address,0.477
CL00000894,16012,10055,shared_director,0.824
CL00000895,43732,8032,shared_phone,0.799
CL00000896,48099,8598,shared_phone,0.482
CL00000897,36798,21567,shared_address,0.665
CL00000898,21020,8347,related_party,0.914
CL00000899,21042,11982,shared_beneficial_owner,0.958
CL00000900,45919,32273,related_party,0.955
CL00000901,1609,37779,shared_address,0.555
CL00000902,22364,10513,shared_beneficial_owner,0.725
CL00000903,205,15858,shared_beneficial_owner,0.597
CL00000904,14739,38165,shared_phone,0.73
CL00000905,13201,24397,shared_phone,0.921
CL00000906,4872,38178,shared_beneficial_owner,0.906
CL00000907,29662,29753,shared_address,0.566
CL00000908,19491,28666,shared_phone,0.714
CL00000909,12510,30263,shared_address,0.716
CL00000910,46579,9030,shared_beneficial_owner,0.834
CL00000911,38111,21411,shared_address,0.526
CL00000912,34615,1584,shared_phone,0.628
CL00000913,28725,39377,shared_director,0.436
CL00000914,45456,3121,related_party,0.489
CL00000915,29082,12872,related_party,0.411
CL00000916,19030,26729,shared_phone,0.992
CL00000917,36695,20802,shared_phone,0.679
CL00000918,15007,47999,shared_phone,0.852
CL00000919,4986,49991,shared_beneficial_owner,0.412
CL00000920,39131,31141,shared_director,0.582
CL00000921,25285,39572,shared_address,0.576
CL00000922,21644,24382,shared_phone,0.569
CL00000923,32261,15331,shared_beneficial_owner,0.698
CL00000924,28148,40702,shared_address,0.919
CL00000925,1586,12318,shared_director,0.458
CL00000926,35011,17112,shared_phone,0.752
CL00000927,32418,7111,shared_director,0.436
CL00000928,860,6792,shared_beneficial_owner,0.77
CL00000929,49017,22902,shared_beneficial_owner,0.568
CL00000930,25372,34967,related_party,0.629
CL00000931,18354,33508,related_party,0.422
CL00000932,10512,34593,shared_phone,0.526
CL00000933,45521,850,shared_director,0.474
CL00000934,22516,45269,shared_director,0.972
CL00000935,8598,31029,shared_beneficial_owner,0.766
CL00000936,40380,42031,shared_director,0.87
CL00000937,11440,42692,shared_address,0.564
CL00000938,29473,25429,shared_address,0.849
CL00000939,43259,26704,shared_phone,0.909
CL00000940,42230,12981,shared_address,0.94
CL00000941,32754,19363,shared_director,0.75
CL00000942,49218,43705,related_party,0.684
CL00000943,43075,33007,shared_address,0.765
CL00000944,23206,6715,shared_address,0.648
CL00000945,13426,27506,shared_director,0.9
CL00000946,36078,10888,shared_address,0.638
CL00000947,45965,37328,shared_director,0.59
CL00000948,6572,18545,shared_director,0.6
CL00000949,32383,5025,shared_phone,0.813
CL00000950,38040,45999,related_party,0.464
CL00000951,26724,42070,shared_director,0.572
CL00000952,43228,16765,shared_beneficial_owner,0.563
CL00000953,8248,2938,shared_address,0.515
CL00000954,17818,42025,shared_director,0.982
CL00000955,31028,30856,related_party,0.635
CL00000956,12162,28770,shared_address,0.687
CL00000957,48370,15166,shared_address,0.943
CL00000958,1879,5685,shared_director,0.572
CL00000959,28093,33382,shared_director,0.816
CL00000960,28554,30413,shared_director,0.405
CL00000961,38729,37661,shared_director,0.418
CL00000962,26398,35718,shared_phone,0.918
CL00000963,22549,7880,shared_phone,0.887
CL00000964,17871,509,shared_director,0.584
CL00000965,46443,49146,shared_phone,0.612
CL00000966,3711,21096,related_party,0.738
CL00000967,45349,33408,shared_beneficial_owner,0.93
CL00000968,34972,2912,shared_address,0.785
CL00000969,48708,30264,shared_beneficial_owner,0.836
CL00000970,45458,43987,shared_beneficial_owner,0.769
CL00000971,10805,48654,shared_director,0.919
CL00000972,2683,35730,shared_director,0.821
CL00000973,36094,29995,shared_director,0.868
CL00000974,34955,35773,shared_address,0.417
CL00000975,653,48135,shared_director,0.778
CL00000976,44112,27692,shared_beneficial_owner,0.765
CL00000977,41161,29596,shared_address,0.833
CL00000978,34816,27841,shared_director,0.496
CL00000979,47773,12990,shared_address,0.869
CL00000980,16436,1075,shared_address,0.522
CL00000981,7097,5563,related_party,0.802
CL00000982,19011,20207,shared_director,0.474
CL00000983,11316,15697,shared_address,0.899
CL00000984,28113,23946,shared_director,0.981
CL00000985,10879,44890,shared_beneficial_owner,0.733
CL00000986,46592,49773,shared_director,0.822
CL00000987,24575,22062,shared_phone,0.913
CL00000988,3129,6497,shared_director,0.876
CL00000989,46216,45349,related_party,0.615
CL00000990,13743,7078,shared_phone,0.717
CL00000991,32418,41138,shared_address,0.671
CL00000992,24218,44901,shared_phone,0.47
CL00000993,8600,48956,related_party,0.671
CL00000994,11800,36223,shared_phone,0.909
